,lat,lon,sz,names,len_cat
363,52.2273585,0.1363817,2,Larkin Close (387),a
364,52.2285954,0.1436708,2,Kings Hedges Road (849),a
365,52.225816,0.1364178,2,George Nuttall Close (870),a
366,52.2262403,0.1371456,2,George Nuttall Close (881),a
367,52.2330332,0.1360788,2,Kirkwood Road (704),a
368,52.2308729,0.1331746,2,Nuns Way (644),a
369,52.2292486,0.1412214,2,Woodhouse Way (118),a
370,52.2330001,0.1370798,2,Kings Hedges Road (842),a
371,52.2339635,0.1349151,2,Kings Hedges Drive (227),a
372,52.2269672,0.1424611,2,Ramsden Square (679),a
373,52.2269672,0.1424611,2,Ramsden Square (701),a
374,52.226069,0.1405568,2,Woodhead Drive (766),a
375,52.2265452,0.1392989,2,Moore Close (930),a
376,52.2333767,0.134959,2,Kilmaine Close (485),a
377,52.2306222,0.1339104,2,Nuns Way (651),a
378,52.2263485,0.1370853,2,George Nuttall Close (887),a
379,52.2262763,0.1371477,2,George Nuttall Close (883),a
380,52.2256523,0.1380157,2,Gladeside (720),a
381,52.2259263,0.1366195,2,George Nuttall Close (873),a
382,52.2260505,0.1368415,2,George Nuttall Close (875),a
383,52.2261359,0.1449345,2,Cook Close (136),a
384,52.2260911,0.140144,2,Woodhead Drive (764),a
385,52.2314836,0.1393442,2,Kings Hedges Road (839),a
386,52.2321428,0.1383665,2,Kings Hedges Road (840),a
387,52.2307387,0.1405138,2,Kings Hedges Road (852),a
388,52.227637,0.1451289,2,Kings Hedges Road (845),a
389,52.2333566,0.1365036,2,Kings Hedges Road (843),a
390,52.2256269,0.1423194,2,Milton Road (145),a
391,52.2261424,0.1398418,2,Hopkins Close (539),a
392,52.2271089,0.1393774,2,Hopkins Close (531),a
393,52.2284385,0.1366102,2,Jackson Road (790),a
394,52.2272717,0.1385598,2,Stott Gardens (402),a
395,52.2282904,0.1418865,2,Ramsden Square (691),a
396,52.2324334,0.1352921,2,Kirkwood Road (716),a
397,52.2279707,0.1371021,2,Wilson Close (169),a
398,52.2290124,0.1361944,2,Morello Place (011),a
399,52.2273415,0.1364474,2,Larkin Close (163),a
400,52.2271735,0.1371815,2,Larkin Close (389),a
401,52.2287421,0.138454,2,Campkin Road (633),a
402,52.2288342,0.1382012,2,Campkin Road (709),a
403,52.2280264,0.1392095,2,Atkins Close (666),a
404,52.2283513,0.1380485,2,Atkins Close (660),a
405,52.2330464,0.1364559,2,Kings Court (926),a
406,52.227958,0.1394521,2,Atkins Close (667),a
407,52.2285632,0.1393233,2,Campkin Road (714),a
408,52.2285664,0.1400304,2,Campkin Road (717),a
409,52.2260807,0.1399751,2,Woodhead Drive (763),a
410,52.2264749,0.1331433,2,Haviland Way (762),a
411,52.2334424,0.1349221,2,Kilmaine Close (486),a
412,52.2257557,0.1425666,2,Milton Road (636),a
413,52.2305584,0.1337873,2,Nuns Way (655),a
414,52.2286232,0.1389188,2,Campkin Road (713),a
415,52.2296705,0.1421279,2,Campkin Road (740),a
416,52.2284245,0.137902,2,Atkins Close (659),a
417,52.2258757,0.140579,2,Robert Jennings Close (198),a
418,52.2296705,0.1421279,2,Kings Hedges Road (896),a
419,52.23253,0.1390116,2,Garry Drive (624),a
420,52.2279243,0.1425097,2,Ramsden Square (674),a
421,52.2273562,0.143035,2,Ramsden Square (698),a
422,52.2273012,0.1429927,2,Ramsden Square (699),a
423,52.2281247,0.1388072,2,Atkins Close (664),a
424,52.2284204,0.1376577,2,Hawkins Road (981),a
425,52.227051,0.1358496,2,Hawkins Road (005),a
426,52.2258798,0.1373133,2,Gladeside (702),a
427,52.2283746,0.1375842,2,Hawkins Road (982),a
428,52.227164,0.1371349,2,Larkin Close (388),a
429,52.227689,0.1380778,2,Wilson Close (491),a
430,52.2324156,0.1356191,2,Kings Court (927),a
431,52.228265,0.1382831,2,Atkins Close (661),a
432,52.2283746,0.1375842,2,Hawkins Road (006),a
433,52.2286595,0.1387332,2,Campkin Road (712),a
434,52.2290679,0.1377153,2,Campkin Road (005),a
435,52.2289229,0.1367661,2,Morello Place (016),a
436,52.2283056,0.1416758,2,Ramsden Square (689),a
437,52.2285667,0.1436211,2,Ramsden Square (579),a
438,52.2269595,0.1359695,2,Hawkins Road (175),a
439,52.2283944,0.1375547,2,Morello Place (012),a
440,52.2299968,0.1345927,2,Campkin Road (739),a
441,52.2276002,0.1429885,2,Ramsden Square (695),a
442,52.2310545,0.1390805,2,St Kilda Avenue (939),a
443,52.2280595,0.139103,2,Atkins Close (665),a
444,52.2285671,0.1392928,2,Campkin Road (635),a
445,52.2258568,0.1427271,2,Milton Road (637),a
446,52.2262871,0.143494,2,Milton Road (770),a
447,52.2265619,0.1355798,2,Hawkins Road (002),a
448,52.2262657,0.1334427,2,Haviland Way (766),a
449,52.226234,0.1336065,2,Haviland Way (768),a
450,52.2269117,0.1378318,2,Hopkins Close (578),a
451,52.2270302,0.1382614,2,Hopkins Close (574),a
452,52.2273291,0.1404729,2,Ramsden Square (709),a
453,52.2258453,0.1411914,2,Woodhead Drive (769),a
454,52.2288342,0.1382012,2,Hawkins Road (977),a
455,52.2332664,0.1363977,2,Kirkwood Road (700),a
456,52.232666,0.1355959,2,Kirkwood Road (709),a
457,52.2306608,0.1337376,2,Nuns Way (649),a
458,52.2262685,0.1336709,2,Haviland Way (769),a
459,52.2266465,0.141663,2,Ramsden Square (704),a
460,52.227286,0.1374115,2,Larkin Close (390),a
461,52.2301472,0.1344162,2,Nuns Way (666),a
462,52.2343134,0.1338518,2,Kings Hedges Road (885),a
463,52.2264378,0.1341403,2,Haviland Way (774),a
464,52.2276855,0.1450548,2,Kings Hedges Road (846),a
465,52.2283193,0.1441219,2,Kings Hedges Road (848),a
466,52.2296705,0.1421279,2,Kings Hedges Road (850),a
467,52.2291355,0.1429182,2,Kings Hedges Road (895),a
468,52.2339134,0.1335825,2,Amwell Road (506),a
469,52.2331561,0.1362479,2,Kings Court (925),a
470,52.226107,0.1451324,2,Cook Close (134),a
471,52.2307387,0.1405138,2,Lovell Road (770),a
472,52.2312831,0.1415738,2,Lovell Road (775),a
473,52.2284696,0.1350954,2,Kent Way (493),a
474,52.2277723,0.1395098,2,Atkins Close (141),a
475,52.2333251,0.1350206,2,Kilmaine Close (484),a
476,52.230177,0.1344632,2,Nuns Way (665),a
477,52.2284901,0.1377714,2,Hawkins Road (980),a
478,52.2262892,0.1398405,2,Hopkins Close (540),a
479,52.2265821,0.1395856,2,Moore Close (927),a
480,52.2272089,0.1386011,2,Stott Gardens (401),a
481,52.2266506,0.1443303,2,Cook Close (130),a
482,52.2262205,0.1404795,2,Hopkins Close (584),a
483,52.2270401,0.1383724,2,Hopkins Close (573),a
484,52.2285357,0.1352282,2,Kent Way (685),a
485,52.2269464,0.1392761,2,Hopkins Close (526),a
486,52.2274723,0.1387494,2,Stott Gardens (407),a
487,52.2267132,0.1442383,2,Cook Close (128),a
488,52.2287692,0.1381266,2,Hawkins Road (154),a
489,52.2313076,0.1414796,2,Lovell Road (772),a
490,52.2277165,0.1450091,2,Kings Hedges Road (847),a
491,52.2285954,0.1436708,2,Kings Hedges Road (894),a
492,52.2339839,0.1337168,2,Amwell Road (509),a
493,52.2263868,0.1401646,2,Hopkins Close (582),a
494,52.2268485,0.1377108,2,Hopkins Close (579),a
495,52.2270704,0.1385077,2,Hopkins Close (571),a
496,52.2270392,0.1390186,2,Hopkins Close (564),a
497,52.2267789,0.1395595,2,Hopkins Close (555),a
498,52.2266514,0.1417469,2,Ramsden Square (703),a
499,52.2266578,0.1415339,2,Ramsden Square (705),a
500,52.2254039,0.1394799,2,Robert Jennings Close (204),a
501,52.2255216,0.1396906,2,Robert Jennings Close (206),a
502,52.2258757,0.140579,2,Robert Jennings Close (209),a
503,52.2256568,0.1401725,2,Robert Jennings Close (216),a
504,52.2260934,0.1403308,2,Woodhead Drive (765),a
505,52.2255996,0.1389002,2,Woodhead Drive (783),a
506,52.2264654,0.1383575,2,Moore Close (925),a
